ID	transcript_length	1hpf_2012_N7	1hpf_2013_21	1hpf_2013_41	2hpf_2012_N6	2hpf_2013_22	2hpf_2013_32	2hpf_2013_42	3hpf_2012_N5	3hpf_2013_23	3hpf_2013_33	4hpf_2012_N4	4hpf_2013_24	4hpf_2013_34	5hpf_2012_14	5hpf_2012_N3	5hpf_2013_25	6hpf_2012_23	6hpf_2012_N2	6hpf_2013_26	6hpf_2013_46	7hpf_2012_N1	7hpf_2013_17	7hpf_2013_27	7hpf_2013_47	8hpf_2012_18	8hpf_2012_N8B	8hpf_2013_18	8hpf_2013_28	8hpf_2013_48	9hpf_2012_37	9hpf_2013_49
Mle_003203	1350	43	0	2	104	0	0	0	6	0	0	35	1	11	11	2	1	0	39	1	4	5	14	3	12	34	72	9	5	31	43	38
Mle_003204	516	6	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	1	6	1
Mle_003205	1435	29	0	0	44	0	1	0	1	0	1	18	1	5	0	0	1	16	8	10	9	0	8	10	35	27	51	21	12	14	29	36
Mle_003206	490	7	0	0	4	0	0	0	0	0	0	3	0	2	0	0	1	14	0	4	5	1	2	3	27	6	5	1	3	3	7	61
Mle_003207	1753	855	166	153	780	112	71	131	187	118	55	582	148	127	310	145	125	171	501	184	142	87	179	171	677	491	1038	294	234	387	805	908
Mle_003208	2836	2213	1069	987	1859	885	971	563	2047	801	1133	3673	827	1093	2834	2123	520	510	1864	669	380	1788	1408	696	979	891	1826	1321	510	659	1760	535
Mle_003209	3840	20657	7544	15867	18601	4356	5389	7719	8390	3686	5428	29264	4754	7082	21528	4830	3823	15140	11006	12050	9806	5889	12509	13815	23493	10010	23932	13392	8973	7728	17144	20086
Mle_003210	842	15	2	0	23	0	0	0	0	0	0	12	1	0	5	0	2	9	32	10	3	0	1	1	4	6	23	8	2	3	15	8
Mle_003211	1296	1498	360	515	1177	398	322	366	1169	405	220	2243	557	390	1522	668	396	618	865	517	241	426	447	420	640	609	1126	700	354	398	1337	490
Mle_003212	1880	1060	500	791	956	302	597	998	655	253	670	2470	326	686	2138	550	278	303	537	325	200	479	503	258	1159	1057	2692	518	257	203	828	751
Mle_003213	693	14	0	0	5	0	0	0	0	0	3	5	0	8	0	0	0	9	4	6	3	2	7	3	2	4	14	1	12	2	14	9
Mle_003214	2670	519	12	10	609	5	16	10	32	11	42	293	7	119	59	20	30	243	792	72	130	31	170	47	386	325	737	276	119	326	510	371
Mle_003215	1439	46	1	0	66	0	0	0	0	0	0	37	0	2	2	2	3	54	119	2	9	0	8	2	20	25	63	14	0	10	46	43
Mle_003216	1365	42	5	6	258	2	2	0	20	1	7	24	1	6	11	11	2	21	35	7	3	29	4	0	50	36	154	15	8	8	37	18
Mle_003217	334	33	1	0	26	0	0	0	0	0	1	7	0	2	2	0	0	21	46	6	1	0	0	2	0	18	38	19	5	1	33	5
Mle_003218	3535	1610	1067	1460	1459	673	483	560	1292	623	426	3457	721	581	2516	823	563	842	1574	692	217	529	786	537	556	544	937	976	574	316	1329	341
Mle_003219	414	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	2	3
Mle_003220	3035	1048	247	64	1453	180	141	24	501	123	247	887	130	431	420	287	142	328	1035	320	131	386	407	202	306	678	1318	443	498	618	896	560
Mle_003221	1589	25	0	0	104	0	0	0	0	0	0	5	0	0	2	0	0	0	22	0	0	0	2	0	13	30	115	8	2	33	25	20
Mle_003222	1038	2178	95	285	3190	102	102	387	315	80	108	1471	91	210	893	201	82	593	4456	322	340	179	532	433	1978	1962	5670	1280	901	1118	2021	5438
Mle_003223	480	238	37	17	355	37	6	0	77	18	5	236	24	36	89	37	35	116	144	62	33	33	21	38	31	204	387	53	66	146	233	92
Mle_003224	1343	7	1	0	28	0	2	0	0	0	0	3	0	0	1	1	0	0	10	3	0	0	3	3	7	5	22	9	2	3	7	4
Mle_003225	1898	55	0	0	85	0	6	0	0	0	7	51	8	12	24	1	24	12	35	49	7	7	15	20	27	37	92	23	14	17	54	28
Mle_003226	694	21	12	0	28	6	0	0	8	7	1	17	2	8	4	0	1	0	10	5	1	2	1	7	0	19	25	6	9	3	20	0
Mle_003227	2694	1672	794	799	1795	554	494	714	1406	522	363	3295	559	673	1955	849	601	859	1294	630	471	613	448	488	1019	889	1656	631	492	775	1483	629
Mle_003228	368	6	0	0	6	0	1	0	0	0	0	10	0	3	0	0	0	0	3	1	1	0	1	3	13	1	4	5	4	4	6	0
Mle_003229	2137	3	0	0	8	0	0	0	2	0	0	5	0	1	5	0	0	0	230	1	1	2	0	0	3	1	9	0	0	19	3	6
Mle_003230	734	3878	2536	1782	5581	1957	1327	462	5265	1783	1443	5147	1736	1474	3519	3870	972	425	3630	821	740	3958	2364	759	1008	1169	2480	2558	978	1713	3174	737
Mle_003231	327	1	0	1	4	0	1	0	0	0	0	0	0	0	0	1	0	1	5	0	4	3	4	2	0	0	0	5	1	3	1	0
Mle_003232	1511	277	11	1	384	3	7	0	17	2	24	113	9	55	19	23	23	49	168	39	26	25	70	19	75	185	459	131	76	206	275	163
Mle_003233	2683	72	0	0	199	0	5	0	0	0	4	100	15	6	52	7	11	55	106	21	23	7	6	20	172	61	227	19	22	30	72	213
Mle_003234	410	6	1	1	1	11	2	0	5	8	9	12	5	13	0	2	5	0	4	8	1	2	0	10	1	0	0	0	11	0	6	0
Mle_003235	2443	169	9	18	417	8	6	5	16	6	6	116	11	22	57	9	17	46	567	17	76	13	18	32	399	159	444	55	50	115	160	974
Mle_003236	447	6	0	0	8	0	3	0	0	0	1	3	5	0	1	2	10	0	1	10	5	2	0	10	17	4	6	0	6	7	6	0
Mle_003237	1916	3911	2947	1661	3754	1867	1447	533	4442	1656	1407	5638	1629	1744	3919	4016	1289	711	2564	994	489	2909	3445	783	1131	1268	2424	3568	1221	1756	3461	841
Mle_003238	1450	907	850	300	1079	680	561	58	2401	707	434	994	556	568	619	2139	471	61	710	77	85	1421	543	60	229	422	763	595	80	799	806	355
Mle_003239	1212	70	1	4	206	0	0	2	3	0	1	29	0	7	2	0	2	28	171	7	4	0	3	7	79	52	190	25	23	36	69	202
Mle_003240	420	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0
Mle_003241	1894	121	57	15	126	48	18	0	94	27	15	130	43	19	76	95	33	30	63	23	15	60	44	26	32	46	87	56	17	55	117	29
Mle_003242	871	7	1	0	30	0	1	0	0	1	1	15	2	1	4	1	0	172	165	20	21	1	5	8	67	32	70	5	13	5	4	68
Mle_003243	1484	5371	2744	3702	4117	1673	1493	1467	3709	1499	1676	8956	1576	2251	5985	3168	1274	1865	3665	1544	1366	3049	4738	1473	3640	2312	3807	4006	1521	2610	4613	3064
Mle_003244	559	3	0	0	2	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	2	3	16
Mle_003245	444	5	0	0	10	0	0	0	0	0	1	1	0	3	0	0	1	0	2	0	1	0	7	0	0	1	9	6	1	3	5	12
Mle_003246	876	20	0	0	67	0	1	0	1	0	0	10	0	3	2	1	0	3	15	1	0	0	0	0	8	12	51	2	0	9	20	16
Mle_003247	686	1	0	0	7	0	0	0	0	3	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	2	5	0	0	2	1	6
Mle_003248	1056	1821	678	347	3888	400	525	57	1075	356	488	1533	344	729	849	908	315	283	1587	246	277	791	1242	175	818	1099	3419	1846	367	2097	1697	1134
Mle_003249	2040	68	1	0	208	1	0	0	0	0	3	16	2	5	4	0	2	17	43	10	5	2	0	10	15	53	183	19	19	25	68	62
Mle_003250	646	42	3	3	55	4	14	0	18	0	18	30	7	23	8	17	3	14	32	18	9	20	12	12	5	41	67	27	25	39	39	22
Mle_003251	369	2	0	0	4	0	0	0	0	0	0	5	0	0	4	0	0	0	4	0	0	0	0	0	0	4	7	0	0	0	2	0
Mle_003252	343	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	30	1	3	2	0	0	0	0	1	0	0	0	1	1	0
Mle_003253	2515	104	0	0	88	0	1	0	1	1	7	69	1	36	1	1	5	128	224	34	58	2	32	36	151	103	199	85	63	85	102	153
Mle_003254	1650	17	0	0	42	0	1	0	0	0	1	10	2	10	1	2	1	19	55	5	0	2	10	3	6	25	63	12	10	6	17	14
Mle_003255	310	6	6	0	3	6	8	0	1	10	18	8	10	9	4	11	6	1	2	20	3	7	1	16	6	7	5	3	18	2	5	0
Mle_003256	865	13	0	0	18	0	0	0	0	0	0	7	0	4	0	2	0	0	11	3	4	2	2	1	3	20	35	8	2	8	13	13
Mle_003257	1095	33	0	0	88	0	1	0	0	1	5	16	0	5	4	0	2	44	42	8	3	5	1	9	6	35	86	6	13	18	33	27
Mle_003258	1932	140	1	0	220	0	6	0	1	0	5	86	7	18	5	2	21	48	44	31	13	7	25	12	45	95	247	84	59	141	140	105
Mle_003259	1763	20	2	0	99	0	0	0	0	0	3	14	0	1	6	1	1	18	128	5	5	2	0	2	11	17	102	3	12	10	20	45
Mle_003260	2819	1044	1266	465	855	703	626	150	1037	619	495	1443	750	670	948	749	603	443	772	503	184	572	528	365	290	392	532	486	365	276	887	148
Mle_003261	1947	102	0	0	103	0	1	0	0	0	11	49	3	25	6	0	6	15	35	25	23	0	34	8	45	116	151	40	52	52	102	93
Mle_003262	1662	18	2	0	30	0	0	0	0	0	0	11	0	1	0	0	0	0	2	4	1	0	0	0	0	17	34	5	3	7	18	12
Mle_003263	324	2	0	0	20	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	10	2	2	3	2	0
Mle_003264	460	40	0	0	23	0	3	0	0	0	1	43	0	7	1	0	3	12	13	3	9	4	4	9	16	21	65	4	18	58	40	0
Mle_003265	2732	3383	1120	3642	3280	713	530	2127	1437	633	443	6969	765	692	5823	906	567	1492	3210	1321	931	656	1277	1349	3624	1214	3689	1604	1015	838	2744	3474
Mle_003266	1119	6	0	0	20	0	0	0	0	0	0	9	0	0	3	2	1	13	21	3	1	1	3	1	7	16	36	17	5	8	6	41
Mle_003267	1694	4281	4164	1419	4346	2385	1764	981	6899	1899	1942	6336	1712	2555	4244	4924	1569	913	3423	1080	483	4709	1663	688	1271	1962	3358	1306	963	1962	3691	758
Mle_003268	3555	620	239	43	564	175	109	29	563	179	132	452	230	172	278	680	158	108	450	69	113	607	317	62	268	210	601	469	105	399	558	301
Mle_003269	678	5	0	1	7	0	2	0	0	1	0	1	0	0	0	0	1	0	2	3	0	0	0	0	0	5	12	1	4	7	5	8
Mle_003270	2073	534	205	88	1166	142	119	20	220	184	96	674	241	240	327	213	222	201	287	137	93	131	97	113	146	412	953	146	165	433	506	153
Mle_003271	469	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	1	0	0	1	0	0
Mle_003272	1294	663	382	259	913	177	240	55	779	129	211	1065	178	232	606	789	102	113	710	292	280	539	326	220	384	449	594	551	390	485	577	406
Mle_003273	501	4	3	0	7	0	0	0	0	0	1	0	0	0	0	0	1	34	1	1	0	0	0	0	2	6	12	3	0	0	4	8
Mle_003274	648	22	0	0	36	0	0	0	0	0	2	10	0	1	1	0	2	24	60	15	11	5	2	3	14	32	80	6	4	3	22	24
Mle_003275	2341	51	0	0	98	0	0	0	0	2	1	17	0	7	0	1	2	7	21	7	10	0	6	16	65	53	120	28	23	22	51	61
Mle_003276	1148	29	6	1	25	4	2	0	3	4	5	20	3	15	4	7	4	1	11	12	2	11	16	2	10	17	19	22	10	23	29	22
Mle_003277	3028	551	51	6	807	27	19	0	47	19	40	342	29	116	66	58	68	161	288	120	90	76	140	80	211	317	914	164	180	335	544	285
Mle_003278	1842	25	0	0	86	1	0	0	0	0	1	7	0	1	4	0	1	1	29	2	4	1	8	1	12	29	76	4	7	18	24	39
Mle_003279	824	2026	1276	958	1437	844	830	155	1388	870	1004	2719	845	1180	1871	1692	692	754	1520	729	310	1825	1235	503	505	672	950	1684	677	618	1692	433
Mle_003280	931	90	0	0	115	0	2	0	1	0	3	75	1	17	6	0	4	149	151	42	122	3	9	34	408	117	180	28	74	121	90	558
Mle_003281	1380	13	3	3	17	0	0	0	8	0	0	19	0	7	8	4	1	34	28	3	4	6	6	0	16	6	23	6	4	11	13	25
Mle_003282	1588	2456	1415	1557	2057	914	1016	1057	2379	846	1267	3522	867	1490	2338	2194	768	905	1907	711	679	2346	589	563	1615	1039	1711	658	715	1109	2127	626
Mle_003283	1742	3784	2490	1213	3573	1576	973	509	4750	1320	1296	5462	1388	1658	3653	4033	1249	913	2857	1061	484	3390	3324	666	751	1435	2185	2705	802	1180	3195	550
Mle_003284	852	8	0	0	3	0	1	0	0	0	3	2	0	1	1	1	0	1	76	0	0	8	2	0	2	1	6	4	1	6	8	0
Mle_003285	1014	57	24	59	53	27	25	34	8	32	20	101	22	30	67	12	12	23	63	17	26	5	1	36	93	30	55	4	19	52	54	71
Mle_003286	626	1	1	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	20	0	2	0	0	0	0	0	4	0	3	0	1	13
Mle_003287	488	64	0	0	103	2	4	0	34	1	10	50	0	14	19	25	3	25	35	0	5	23	46	2	4	54	101	82	8	60	64	26
Mle_003288	561	2	0	0	8	0	0	0	1	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	8	0	0	0	2	0
Mle_003289	1948	606	337	240	554	239	233	387	298	221	192	1148	273	246	848	223	245	245	472	412	177	190	278	413	501	282	495	406	339	195	516	179
Mle_003290	2189	3874	2054	1120	3497	1065	725	523	2396	918	752	3733	948	919	2334	2348	750	489	1703	700	557	1966	2769	606	1758	2116	3878	4893	859	3524	3487	2826
Mle_003291	370	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	8	0	0	0	1	0	0	1	1	2	3	1	0	2
Mle_003292	1045	23	0	0	16	0	3	0	0	0	0	6	0	2	2	0	0	0	19	0	0	0	8	0	5	18	38	12	3	5	23	20
Mle_003293	1128	5367	1783	3628	5948	852	726	5468	6116	695	893	9291	730	965	6965	4622	536	1006	4757	801	1024	4636	4475	877	5496	4261	11560	5099	889	1584	4221	5999
Mle_003294	3246	823	0	30	1459	0	219	5	445	3	167	1172	3	341	806	275	6	775	1436	11	159	211	284	10	324	643	1244	406	22	301	798	874
Mle_003295	5066	772	13	1	2222	9	20	0	17	6	67	349	14	245	24	20	22	73	832	53	71	33	79	45	221	684	2120	182	131	606	767	528
Mle_003296	394	73	121	0	66	137	54	0	146	100	67	76	135	72	54	110	85	42	71	56	2	89	40	27	1	49	86	32	42	5	60	3
Mle_003297	3139	88	1	0	2639	1	7	0	5	0	18	59	1	19	29	3	2	23	2389	5	19	37	7	3	30	218	2842	29	26	209	84	2019
Mle_003298	1704	38	0	0	23	0	1	0	1	0	3	21	1	9	1	0	4	20	3	4	20	3	16	7	85	21	18	3	22	73	38	48
Mle_003299	501	25	0	0	1	0	0	0	0	0	0	6	0	0	4	0	0	0	2	1	0	2	0	0	0	5	5	0	0	1	17	0
Mle_003300	484	0	0	0	10	0	0	0	0	0	0	3	0	3	0	0	1	0	7	2	0	0	1	1	3	4	3	1	2	5	0	2
Mle_003301	2861	102	8	0	770	1	6	0	31	1	2	103	10	10	77	28	13	1	741	22	8	42	8	18	19	51	544	20	12	43	87	104
Mle_003302	1879	75	6	3	86	4	1	0	18	3	0	28	4	2	12	14	6	19	100	20	16	9	4	15	37	37	84	4	23	12	59	64
Mle_003303	1340	11	0	0	39	0	0	0	0	0	0	11	1	6	2	0	1	1	4	2	0	2	4	5	6	14	33	4	2	11	11	1
Mle_003304	1133	89	94	21	94	57	43	5	117	54	27	156	47	39	117	82	49	7	65	17	11	57	11	14	30	36	86	41	12	26	74	2
Mle_003305	1996	98	0	0	111	0	2	0	0	1	5	36	1	14	2	0	7	44	74	23	20	3	23	15	33	55	149	18	13	70	98	43
Mle_003306	3192	11180	4438	5271	6926	2552	2631	2834	5534	2238	2719	15980	2463	3716	11203	3449	2406	6161	7200	4687	3013	3354	4717	5062	6352	4911	7095	4779	4490	3443	9534	3044
Mle_003307	494	47	0	0	26	0	0	0	0	0	2	2	0	0	0	0	0	1	14	2	4	0	0	2	8	31	38	3	6	11	47	12
Mle_003308	755	21	0	4	17	0	0	0	0	1	1	14	0	5	0	1	2	55	22	9	9	0	9	3	29	28	49	16	12	5	20	39
Mle_003309	482	4	0	0	8	0	0	0	0	0	0	6	0	0	6	0	0	0	18	0	0	0	0	0	0	1	3	0	1	5	4	6
Mle_003310	630	2	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	8	1	0	1	2	0
Mle_003311	530	3	0	0	6	0	0	0	6	0	1	3	0	0	2	2	0	0	2	1	0	3	1	0	0	2	3	0	0	3	2	0
Mle_003312	452	26	1	0	34	1	2	0	1	0	4	35	3	4	3	1	5	10	25	9	13	3	3	3	32	25	38	14	11	21	26	20
Mle_003313	1761	21	1	49	32	0	1	28	0	0	1	8	0	4	6	1	0	0	236	4	47	1	2	2	148	8	39	0	6	129	20	146
Mle_003314	375	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	1	3	4	1	0	0	0	3	9	0	0	2	2	10
Mle_003315	1881	177	0	0	117	0	45	0	2	7	47	171	42	97	74	24	50	333	211	96	85	76	17	47	76	108	200	30	102	75	176	21
Mle_003316	1495	3587	472	1003	3414	306	342	1252	1161	275	466	4000	259	692	2818	776	236	1587	3156	732	1276	866	2905	887	4628	1781	4069	2749	1182	1791	3136	4821
Mle_003317	806	54	2	1	90	1	2	0	4	2	1	22	2	7	11	3	3	50	170	10	15	4	10	9	56	38	92	23	15	45	52	61
Mle_003318	8237	34058	7735	10493	19241	4667	4457	9763	11344	3455	4945	42858	4149	7729	31746	5845	3315	17811	24446	11884	9932	5594	19475	14060	29816	13885	26362	19744	11532	6834	27409	21610
Mle_003319	1155	3	0	1	39	0	0	0	2	0	0	2	0	0	1	0	2	0	422	3	2	2	2	0	2	9	31	10	0	6	1	22
Mle_003320	5216	8046	2163	1389	5924	1368	1310	757	2985	1226	1287	7581	1327	2118	4304	1976	1164	1996	3965	1756	1257	1461	1162	1648	4680	4427	7406	2046	2557	3735	7524	3295
Mle_003321	327	8	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	0	14	3	6	0	1	2	8	12	12	13	4	4	8	11
Mle_003322	313	7	6	0	1	2	7	0	5	0	3	8	1	6	1	1	2	13	1	3	0	5	19	1	0	7	10	36	4	5	7	0
Mle_003323	409	76	11	0	115	7	5	0	16	18	13	51	33	12	23	38	31	2	43	32	12	36	26	13	36	27	118	26	34	47	72	30
Mle_003324	719	21	0	0	12	0	0	0	0	0	0	4	0	1	0	0	0	0	3	0	3	1	1	2	6	0	10	3	1	4	21	0
Mle_003325	897	38	3	0	91	1	4	0	1	3	4	20	3	8	6	1	1	7	34	7	12	2	3	7	17	59	126	24	13	30	37	37
Mle_003326	740	3	0	0	4	0	1	0	1	0	3	12	2	4	11	0	3	0	7	0	5	26	0	0	4	1	9	0	3	2	3	0
Mle_003327	1317	479	388	47	489	120	162	0	341	132	124	355	125	158	181	353	109	65	258	71	46	284	1967	108	30	157	284	1736	170	370	429	47
Mle_003328	457	6	0	0	13	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	1	1	2	0	6	3	8	12	4	5	6	12
Mle_003329	2109	816	34	10	3360	15	36	0	91	22	23	356	52	56	143	25	52	60	2607	79	38	17	75	80	337	714	3472	216	175	564	795	899
Mle_003330	1493	32	15	4	35	15	10	0	25	15	9	22	11	16	9	25	11	0	29	4	3	13	43	6	10	15	40	16	10	23	29	9
Mle_003331	1994	2514	1655	723	1487	1066	1082	409	2606	1032	911	3314	1349	1457	2102	1803	1163	760	1399	663	323	1344	929	565	769	1170	1207	1054	722	1136	2307	353
Mle_003332	5836	4628	2505	1050	3527	2261	1449	514	3060	2134	954	5734	2709	1575	3726	2044	2255	2133	2571	1539	430	1372	1304	1325	1894	1915	3897	2133	1586	1353	4178	906
Mle_003333	497	13	0	0	5	0	0	0	0	1	0	14	0	0	0	1	0	9	70	0	0	0	1	0	6	7	12	3	2	3	12	3
Mle_003334	4750	2373	772	523	1538	473	593	251	1596	399	481	2456	455	889	1433	993	376	965	1470	741	532	629	1602	697	847	784	1128	1820	678	585	2055	656
Mle_003335	3779	132	1	2	136	0	13	0	0	0	16	171	3	55	18	4	17	55	115	57	38	3	43	37	39	102	207	32	63	82	132	64
Mle_003336	1010	67	2	7	96	4	4	11	17	2	7	58	8	3	23	11	3	67	100	12	17	6	23	15	155	64	177	18	31	10	60	106
Mle_003337	526	6	1	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	7	12	0	1	3	6	0
Mle_003338	484	7	0	0	7	0	1	14	0	0	1	8	0	9	0	0	0	0	2	0	21	1	0	0	28	6	11	0	0	17	7	64
Mle_003339	2401	2358	1026	1356	1995	622	405	528	2025	514	607	3722	549	741	2392	1339	563	943	1233	854	742	1242	1660	639	953	831	1055	1376	911	999	2069	440
Mle_003340	1061	11	0	0	18	0	1	0	0	1	6	33	4	10	18	2	7	6	20	12	7	2	4	3	11	7	27	9	4	17	11	0
Mle_003341	1015	95	12	4	151	4	4	12	8	3	11	73	1	27	21	2	3	41	87	10	24	9	17	11	125	83	188	25	27	59	91	159
Mle_003342	398	5	1	0	5	0	0	0	0	1	0	0	1	3	0	1	2	7	4	2	1	2	0	0	8	8	9	0	0	1	5	7
Mle_003343	585	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	8	0	0	0	3	0
Mle_003344	1596	423	157	163	226	157	60	81	197	135	54	868	179	154	532	109	173	437	259	159	128	73	35	151	482	194	288	77	137	191	373	177
Mle_003345	377	8	0	0	20	0	0	0	3	0	0	4	0	3	0	2	0	33	43	9	15	0	0	9	77	28	48	10	16	6	8	46
Mle_003346	1382	269	2	1	888	1	3	0	11	0	15	121	1	25	52	9	5	55	1332	10	53	5	233	11	451	219	819	400	49	260	246	1065
Mle_003347	1705	34	1	0	193	0	0	0	6	0	6	25	0	7	3	0	1	7	43	2	0	4	7	0	4	39	143	14	4	35	33	36
Mle_003348	1490	444	232	49	389	128	100	3	635	123	127	594	120	169	290	525	89	139	566	87	35	528	316	91	133	189	310	350	153	148	399	71
Mle_003349	421	12	0	0	16	0	0	0	0	0	1	6	0	1	3	0	2	11	18	0	3	3	2	3	31	5	19	8	10	2	12	21
Mle_003350	1750	559	280	267	724	207	145	199	619	223	170	779	202	194	563	380	121	209	746	196	125	444	178	134	340	238	480	182	173	163	465	211
Mle_003351	721	4	0	0	8	0	0	0	0	0	1	2	3	1	0	0	2	0	4	0	4	2	0	0	0	0	3	0	2	0	4	8
Mle_003352	613	15	0	0	11	0	0	0	0	0	0	8	0	0	2	0	0	8	11	1	6	1	2	0	7	16	24	5	1	13	15	13
Mle_003353	2185	9	1	4	60	0	0	0	8	0	3	7	0	0	2	1	1	0	983	1	4	0	3	1	15	4	26	10	1	4	8	16
Mle_003354	777	2	0	0	15	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	3	3	3	0	0	2	0
Mle_003355	4240	8530	3071	4083	6285	2110	1383	3298	4591	1678	1118	12114	2063	2460	7401	2486	1691	3192	3369	2473	1797	1384	2793	2360	5405	4267	7479	4207	2683	2607	7427	3448
Mle_003356	2289	6919	2714	1724	6245	1795	2070	1152	6658	1640	2082	10599	1677	2918	7230	4560	1497	2449	4689	1168	935	3551	1809	1027	2265	3226	5110	1989	1318	2877	6146	1797
Mle_003357	1406	22	0	0	30	0	0	0	0	0	1	11	1	1	1	0	1	0	20	0	0	1	0	0	5	20	33	2	3	10	22	26
Mle_003358	407	1	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	4	0	1	1	0	0	3	3	2	0	1	1	13
Mle_003359	478	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	3	8	2	3	1	0	8
Mle_003360	3063	5597	3587	2698	5713	2182	2516	1901	5056	2145	2556	9244	2348	2801	5582	3906	1831	2321	4695	2341	1972	5047	6270	2522	4209	2291	3735	4600	2124	2047	4512	3416
Mle_003361	2021	16	0	0	69	0	0	0	1	0	0	6	0	1	1	0	1	30	24	2	4	0	0	0	0	13	47	1	8	6	16	9
Mle_003362	3781	333	3	0	422	2	8	0	5	0	25	185	12	61	21	6	14	169	525	48	84	23	60	23	241	218	600	125	56	266	332	301
Mle_003363	381	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0
Mle_003364	523	188	3	3	231	2	3	0	4	1	11	130	6	59	7	3	12	92	102	19	72	13	34	30	154	142	221	32	51	107	188	121
Mle_003365	397	1	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	4	1	0	0	1	1	0
Mle_003366	1076	57	1	0	53	0	1	0	0	0	1	15	1	8	3	3	0	24	42	1	1	1	9	0	0	44	104	26	11	11	57	22
Mle_003367	1704	35	0	0	91	0	4	0	0	0	6	10	1	2	2	2	4	3	26	0	0	5	0	3	5	15	77	3	6	9	35	36
Mle_003368	383	1	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	9	0	6	0	0	6	1	8
Mle_003369	367	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	0	0	0	0
Mle_003370	3201	6241	2917	3564	4714	1900	1216	5018	4376	1557	1108	7085	1883	1821	4796	2906	1540	2383	3633	2272	1452	2116	4786	2088	7176	2266	5587	5819	2014	1904	5305	6666
Mle_003371	1146	221	84	105	208	48	31	65	137	31	40	274	42	43	161	112	44	104	236	107	71	99	69	82	114	103	174	63	73	92	195	93
Mle_003372	438	5	0	0	10	0	0	0	0	0	0	22	0	1	2	0	0	0	9	5	2	0	5	1	11	5	9	1	4	1	3	17
Mle_003373	871	19	0	0	24	0	0	0	0	1	1	8	0	2	4	0	0	22	4	5	1	0	0	3	16	10	12	6	6	18	19	18
Mle_003374	333	31	0	0	49	0	1	0	1	0	4	28	2	5	8	2	4	6	24	5	3	3	1	5	27	25	71	2	11	25	31	56
Mle_003375	1655	23	0	0	59	0	0	0	0	0	1	12	1	7	0	0	2	5	9	6	2	0	3	1	11	24	58	5	7	17	22	11
Mle_003376	414	46	50	2	33	19	27	0	62	23	14	39	44	24	20	53	27	0	23	6	7	34	9	8	5	38	49	40	24	45	45	0
Mle_003377	3159	7036	2576	1723	5416	1724	2689	1357	3250	1463	3539	10402	1862	4740	6941	2905	1854	4459	6415	2670	2393	4532	3072	2824	6189	4586	9337	3761	3963	2714	6188	4061
Mle_003378	862	7	2	0	18	3	0	0	4	3	1	7	2	2	1	3	8	3	15	3	1	2	1	1	7	8	30	12	5	2	7	2
Mle_003379	523	24	0	0	16	1	0	0	0	0	0	3	0	1	0	1	0	7	1	1	0	0	1	2	6	5	14	9	0	5	24	3
Mle_003380	932	3	0	0	8	0	0	0	0	0	0	6	0	0	5	0	1	0	98	0	0	0	3	3	0	0	10	2	1	1	3	0
Mle_003381	377	5	4	0	2	4	3	0	3	4	1	6	6	1	4	5	2	0	2	0	0	3	0	0	0	1	3	0	4	2	3	0
Mle_003382	860	39	0	0	13	0	0	0	1	0	1	7	0	1	2	0	0	0	18	0	1	2	0	2	0	13	31	7	4	5	32	38
Mle_003383	2620	47	2	0	68	0	0	0	2	0	2	19	1	7	0	0	1	2	38	19	9	0	5	12	35	34	83	9	9	18	46	27
